timestamp, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], temperature.gpu, clocks_event_reasons.active
2026/09/12 05:16:06.541, 2177 MHz, 9.89 W, 0 %, 50, 0x0000000000000000
2026/09/12 05:16:06.747, 2177 MHz, 9.89 W, 0 %, 50, 0x0000000000000000
2026/09/12 05:16:06.948, 2177 MHz, 9.85 W, 0 %, 50, 0x0000000000000000
2026/09/12 05:16:07.148, 2177 MHz, 9.85 W, 0 %, 50, 0x0000000000000000
2026/09/12 05:16:07.348, 2177 MHz, 9.85 W, 0 %, 50, 0x0000000000000000
2026/09/12 05:16:07.548, 2177 MHz, 10.01 W, 14 %, 50, 0x0000000000000000
2026/09/12 05:16:07.749, 2177 MHz, 10.01 W, 14 %, 50, 0x0000000000000000
2026/09/12 05:16:07.949, 2177 MHz, 13.42 W, 14 %, 50, 0x0000000000000000
2026/09/12 05:16:08.149, 2177 MHz, 13.42 W, 14 %, 50, 0x0000000000000000
2026/09/12 05:16:08.349, 2177 MHz, 13.42 W, 14 %, 50, 0x0000000000000000
2026/09/12 05:16:08.550, 2177 MHz, 17.31 W, 47 %, 51, 0x0000000000000000
2026/09/12 05:16:08.750, 2177 MHz, 17.31 W, 47 %, 51, 0x0000000000000000
2026/09/12 05:16:08.950, 2177 MHz, 17.80 W, 47 %, 53, 0x0000000000000000
2026/09/12 05:16:09.151, 2177 MHz, 17.80 W, 47 %, 53, 0x0000000000000000
2026/09/12 05:16:09.351, 2177 MHz, 17.80 W, 47 %, 53, 0x0000000000000000
2026/09/12 05:16:09.552, 2177 MHz, 17.18 W, 55 %, 51, 0x0000000000000000
2026/09/12 05:16:09.752, 2177 MHz, 17.18 W, 55 %, 51, 0x0000000000000000
2026/09/12 05:16:09.952, 2177 MHz, 16.83 W, 55 %, 51, 0x0000000000000000
2026/09/12 05:16:10.152, 2177 MHz, 16.83 W, 55 %, 51, 0x0000000000000000
2026/09/12 05:16:10.353, 2177 MHz, 16.83 W, 55 %, 51, 0x0000000000000000
2026/09/12 05:16:10.553, 2177 MHz, 17.04 W, 51 %, 52, 0x0000000000000000
2026/09/12 05:16:10.753, 2177 MHz, 17.04 W, 51 %, 52, 0x0000000000000000
2026/09/12 05:16:10.953, 2177 MHz, 17.05 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:11.154, 2177 MHz, 17.05 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:11.354, 2177 MHz, 17.05 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:11.554, 2177 MHz, 17.23 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:11.754, 2177 MHz, 17.23 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:11.954, 2177 MHz, 17.27 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:12.155, 2177 MHz, 17.27 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:12.355, 2177 MHz, 17.27 W, 51 %, 51, 0x0000000000000000
2026/09/12 05:16:12.556, 2177 MHz, 16.37 W, 10 %, 51, 0x0000000000000000
2026/09/12 05:16:12.756, 2177 MHz, 16.37 W, 10 %, 51, 0x0000000000000000
2026/09/12 05:16:12.956, 2177 MHz, 16.34 W, 10 %, 51, 0x0000000000000000
2026/09/12 05:16:13.157, 2177 MHz, 16.34 W, 10 %, 51, 0x0000000000000000
2026/09/12 05:16:13.357, 2177 MHz, 16.34 W, 10 %, 51, 0x0000000000000000
2026/09/12 05:16:13.557, 2177 MHz, 16.63 W, 48 %, 51, 0x0000000000000000
2026/09/12 05:16:13.757, 2177 MHz, 16.63 W, 48 %, 51, 0x0000000000000000
2026/09/12 05:16:13.958, 2177 MHz, 14.88 W, 48 %, 51, 0x0000000000000000
2026/09/12 05:16:14.158, 2177 MHz, 14.88 W, 48 %, 51, 0x0000000000000000
