timestamp, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], temperature.gpu, clocks_event_reasons.active
2026/09/12 06:00:17.709, 2190 MHz, 9.63 W, 0 %, 51, 0x0000000000000000
2026/09/12 06:00:17.915, 2190 MHz, 9.63 W, 0 %, 51, 0x0000000000000000
2026/09/12 06:00:18.116, 2190 MHz, 9.68 W, 0 %, 51, 0x0000000000000000
2026/09/12 06:00:18.316, 2190 MHz, 9.68 W, 0 %, 51, 0x0000000000000000
2026/09/12 06:00:18.516, 2190 MHz, 11.35 W, 0 %, 51, 0x0000000000000000
2026/09/12 06:00:18.716, 2190 MHz, 11.35 W, 0 %, 51, 0x0000000000000000
2026/09/12 06:00:18.917, 2190 MHz, 11.35 W, 0 %, 51, 0x0000000000000000
2026/09/12 06:00:19.117, 2190 MHz, 14.99 W, 49 %, 53, 0x0000000000000000
2026/09/12 06:00:19.317, 2190 MHz, 14.99 W, 49 %, 53, 0x0000000000000000
2026/09/12 06:00:19.518, 2190 MHz, 17.70 W, 49 %, 53, 0x0000000000000000
2026/09/12 06:00:19.718, 2190 MHz, 17.70 W, 49 %, 53, 0x0000000000000000
2026/09/12 06:00:19.919, 2190 MHz, 17.70 W, 49 %, 53, 0x0000000000000000
2026/09/12 06:00:20.119, 2190 MHz, 17.55 W, 9 %, 51, 0x0000000000000000
2026/09/12 06:00:20.320, 2190 MHz, 17.55 W, 9 %, 51, 0x0000000000000000
2026/09/12 06:00:20.520, 2190 MHz, 17.04 W, 9 %, 53, 0x0000000000000000
2026/09/12 06:00:20.721, 2190 MHz, 17.04 W, 9 %, 53, 0x0000000000000000
2026/09/12 06:00:20.921, 2190 MHz, 17.04 W, 9 %, 53, 0x0000000000000000
2026/09/12 06:00:21.122, 2190 MHz, 17.62 W, 22 %, 53, 0x0000000000000000
2026/09/12 06:00:21.322, 2190 MHz, 17.62 W, 22 %, 53, 0x0000000000000000
2026/09/12 06:00:21.523, 2190 MHz, 17.06 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:21.723, 2190 MHz, 17.06 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:21.924, 2190 MHz, 17.06 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:22.124, 2190 MHz, 17.21 W, 16 %, 53, 0x0000000000000000
2026/09/12 06:00:22.324, 2190 MHz, 17.21 W, 16 %, 53, 0x0000000000000000
2026/09/12 06:00:22.525, 2190 MHz, 17.03 W, 16 %, 52, 0x0000000000000000
2026/09/12 06:00:22.725, 2190 MHz, 17.03 W, 16 %, 52, 0x0000000000000000
2026/09/12 06:00:22.925, 2190 MHz, 17.03 W, 16 %, 52, 0x0000000000000000
2026/09/12 06:00:23.126, 2190 MHz, 16.63 W, 13 %, 52, 0x0000000000000000
2026/09/12 06:00:23.326, 2190 MHz, 16.63 W, 13 %, 52, 0x0000000000000000
2026/09/12 06:00:23.527, 2190 MHz, 17.20 W, 13 %, 52, 0x0000000000000000
2026/09/12 06:00:23.727, 2190 MHz, 17.20 W, 13 %, 52, 0x0000000000000000
2026/09/12 06:00:23.928, 2190 MHz, 17.20 W, 13 %, 52, 0x0000000000000000
2026/09/12 06:00:24.128, 2190 MHz, 16.84 W, 11 %, 52, 0x0000000000000000
2026/09/12 06:00:24.328, 2190 MHz, 16.84 W, 11 %, 52, 0x0000000000000000
2026/09/12 06:00:24.529, 2190 MHz, 14.93 W, 11 %, 52, 0x0000000000000000
2026/09/12 06:00:24.729, 2190 MHz, 14.93 W, 11 %, 52, 0x0000000000000000
2026/09/12 06:00:24.929, 2190 MHz, 14.93 W, 11 %, 52, 0x0000000000000000
2026/09/12 06:00:25.130, 2190 MHz, 12.99 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:25.330, 2190 MHz, 12.99 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:25.531, 2190 MHz, 12.64 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:25.731, 2190 MHz, 12.64 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:25.932, 2190 MHz, 12.64 W, 22 %, 52, 0x0000000000000000
2026/09/12 06:00:26.132, 2190 MHz, 12.85 W, 21 %, 52, 0x0000000000000000
2026/09/12 06:00:26.332, 2190 MHz, 12.85 W, 21 %, 52, 0x0000000000000000
2026/09/12 06:00:26.532, 2190 MHz, 12.88 W, 21 %, 52, 0x0000000000000000
2026/09/12 06:00:26.733, 2190 MHz, 12.88 W, 21 %, 52, 0x0000000000000000
2026/09/12 06:00:26.933, 2190 MHz, 12.88 W, 21 %, 52, 0x0000000000000000
2026/09/12 06:00:27.133, 2190 MHz, 13.29 W, 26 %, 52, 0x0000000000000000
2026/09/12 06:00:27.334, 2190 MHz, 13.29 W, 26 %, 52, 0x0000000000000000
2026/09/12 06:00:27.534, 2190 MHz, 13.41 W, 26 %, 52, 0x0000000000000000
2026/09/12 06:00:27.734, 2190 MHz, 13.41 W, 26 %, 52, 0x0000000000000000
2026/09/12 06:00:27.935, 2190 MHz, 13.41 W, 26 %, 52, 0x0000000000000000
2026/09/12 06:00:28.135, 2190 MHz, 13.94 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:28.336, 2190 MHz, 13.94 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:28.536, 2190 MHz, 14.19 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:28.737, 2190 MHz, 14.19 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:28.937, 2190 MHz, 14.19 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:29.138, 2190 MHz, 13.53 W, 27 %, 52, 0x0000000000000000
2026/09/12 06:00:29.338, 2190 MHz, 13.53 W, 27 %, 52, 0x0000000000000000
2026/09/12 06:00:29.538, 2190 MHz, 13.52 W, 27 %, 52, 0x0000000000000000
2026/09/12 06:00:29.739, 2190 MHz, 13.52 W, 27 %, 52, 0x0000000000000000
2026/09/12 06:00:29.940, 2190 MHz, 13.52 W, 27 %, 52, 0x0000000000000000
2026/09/12 06:00:30.140, 2190 MHz, 14.15 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:30.341, 2190 MHz, 14.15 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:30.541, 2190 MHz, 14.65 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:30.742, 2190 MHz, 14.65 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:30.942, 2190 MHz, 14.65 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:31.143, 2190 MHz, 14.31 W, 32 %, 52, 0x0000000000000000
2026/09/12 06:00:31.343, 2190 MHz, 14.31 W, 32 %, 52, 0x0000000000000000
2026/09/12 06:00:31.543, 2190 MHz, 14.57 W, 32 %, 52, 0x0000000000000000
2026/09/12 06:00:31.743, 2190 MHz, 14.57 W, 32 %, 52, 0x0000000000000000
2026/09/12 06:00:31.944, 2190 MHz, 14.57 W, 32 %, 52, 0x0000000000000000
2026/09/12 06:00:32.144, 2190 MHz, 15.75 W, 42 %, 52, 0x0000000000000000
2026/09/12 06:00:32.344, 2190 MHz, 15.75 W, 42 %, 52, 0x0000000000000000
2026/09/12 06:00:32.544, 2190 MHz, 16.00 W, 42 %, 53, 0x0000000000000000
2026/09/12 06:00:32.744, 2190 MHz, 16.00 W, 42 %, 53, 0x0000000000000000
2026/09/12 06:00:32.944, 2190 MHz, 16.00 W, 42 %, 53, 0x0000000000000000
2026/09/12 06:00:33.145, 2190 MHz, 15.49 W, 43 %, 52, 0x0000000000000000
2026/09/12 06:00:33.345, 2190 MHz, 15.49 W, 43 %, 52, 0x0000000000000000
2026/09/12 06:00:33.545, 2190 MHz, 15.33 W, 43 %, 52, 0x0000000000000000
2026/09/12 06:00:33.745, 2190 MHz, 15.33 W, 43 %, 52, 0x0000000000000000
2026/09/12 06:00:33.946, 2190 MHz, 15.68 W, 43 %, 52, 0x0000000000000000
2026/09/12 06:00:34.146, 2190 MHz, 15.68 W, 35 %, 53, 0x0000000000000000
2026/09/12 06:00:34.346, 2190 MHz, 15.68 W, 35 %, 53, 0x0000000000000000
2026/09/12 06:00:34.546, 2190 MHz, 15.57 W, 35 %, 52, 0x0000000000000000
2026/09/12 06:00:34.747, 2190 MHz, 15.57 W, 35 %, 52, 0x0000000000000000
