timestamp, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], temperature.gpu, clocks_event_reasons.active
2026/09/12 04:39:03.122, 2190 MHz, 9.90 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:39:03.328, 2190 MHz, 9.90 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:39:03.528, 2190 MHz, 9.90 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:39:03.729, 2190 MHz, 9.96 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:39:03.929, 2190 MHz, 9.96 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:39:04.129, 2190 MHz, 10.57 W, 6 %, 54, 0x0000000000000000
2026/09/12 04:39:04.329, 2190 MHz, 10.57 W, 6 %, 54, 0x0000000000000000
2026/09/12 04:39:04.529, 2190 MHz, 10.57 W, 6 %, 54, 0x0000000000000000
2026/09/12 04:39:04.730, 2190 MHz, 11.28 W, 6 %, 54, 0x0000000000000000
2026/09/12 04:39:04.930, 2190 MHz, 11.28 W, 6 %, 54, 0x0000000000000000
2026/09/12 04:39:05.130, 2190 MHz, 11.42 W, 7 %, 54, 0x0000000000000000
2026/09/12 04:39:05.330, 2190 MHz, 11.42 W, 7 %, 54, 0x0000000000000000
2026/09/12 04:39:05.530, 2190 MHz, 11.42 W, 7 %, 54, 0x0000000000000000
2026/09/12 04:39:05.730, 2190 MHz, 11.39 W, 7 %, 54, 0x0000000000000000
2026/09/12 04:39:05.931, 2190 MHz, 11.39 W, 7 %, 54, 0x0000000000000000
2026/09/12 04:39:06.131, 2190 MHz, 11.45 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:06.331, 2190 MHz, 11.45 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:06.531, 2190 MHz, 11.45 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:06.731, 2190 MHz, 11.53 W, 5 %, 55, 0x0000000000000000
2026/09/12 04:39:06.932, 2190 MHz, 11.53 W, 5 %, 55, 0x0000000000000000
2026/09/12 04:39:07.132, 2190 MHz, 11.46 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:07.332, 2190 MHz, 11.46 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:07.532, 2190 MHz, 11.46 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:07.732, 2190 MHz, 11.49 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:07.932, 2190 MHz, 11.49 W, 5 %, 54, 0x0000000000000000
2026/09/12 04:39:08.132, 2190 MHz, 12.15 W, 35 %, 55, 0x0000000000000000
2026/09/12 04:39:08.333, 2190 MHz, 12.15 W, 35 %, 55, 0x0000000000000000
2026/09/12 04:39:08.533, 2190 MHz, 12.15 W, 35 %, 55, 0x0000000000000000
2026/09/12 04:39:08.733, 2190 MHz, 12.74 W, 35 %, 55, 0x0000000000000000
2026/09/12 04:39:08.933, 2190 MHz, 12.74 W, 35 %, 55, 0x0000000000000000
2026/09/12 04:39:09.133, 2190 MHz, 12.77 W, 13 %, 55, 0x0000000000000000
2026/09/12 04:39:09.333, 2190 MHz, 12.77 W, 13 %, 55, 0x0000000000000000
2026/09/12 04:39:09.534, 2190 MHz, 12.77 W, 13 %, 55, 0x0000000000000000
2026/09/12 04:39:09.734, 2190 MHz, 12.66 W, 13 %, 55, 0x0000000000000000
2026/09/12 04:39:09.934, 2190 MHz, 12.66 W, 13 %, 55, 0x0000000000000000
2026/09/12 04:39:10.134, 2190 MHz, 13.07 W, 18 %, 55, 0x0000000000000000
2026/09/12 04:39:10.334, 2190 MHz, 13.07 W, 18 %, 55, 0x0000000000000000
2026/09/12 04:39:10.534, 2190 MHz, 13.56 W, 18 %, 55, 0x0000000000000000
2026/09/12 04:39:10.735, 2190 MHz, 13.56 W, 18 %, 55, 0x0000000000000000
2026/09/12 04:39:10.935, 2190 MHz, 13.56 W, 18 %, 55, 0x0000000000000000
2026/09/12 04:39:11.135, 2190 MHz, 13.49 W, 15 %, 55, 0x0000000000000000
2026/09/12 04:39:11.335, 2190 MHz, 13.49 W, 15 %, 55, 0x0000000000000000
2026/09/12 04:39:11.535, 2190 MHz, 13.61 W, 15 %, 55, 0x0000000000000000
2026/09/12 04:39:11.735, 2190 MHz, 13.61 W, 15 %, 55, 0x0000000000000000
2026/09/12 04:39:11.935, 2190 MHz, 13.61 W, 15 %, 55, 0x0000000000000000
2026/09/12 04:39:12.135, 2190 MHz, 14.22 W, 22 %, 55, 0x0000000000000000
