timestamp, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], temperature.gpu, clocks_event_reasons.active
2026/09/12 04:28:40.036, 2190 MHz, 20.74 W, 73 %, 54, 0x0000000000000000
2026/09/12 04:28:40.247, 2190 MHz, 20.74 W, 73 %, 54, 0x0000000000000000
2026/09/12 04:28:40.447, 2190 MHz, 22.71 W, 73 %, 55, 0x0000000000000000
2026/09/12 04:28:40.647, 2190 MHz, 22.71 W, 73 %, 55, 0x0000000000000000
2026/09/12 04:28:40.848, 2190 MHz, 22.71 W, 73 %, 55, 0x0000000000000000
2026/09/12 04:28:41.048, 2190 MHz, 19.74 W, 96 %, 54, 0x0000000000000000
2026/09/12 04:28:41.248, 2190 MHz, 19.74 W, 96 %, 54, 0x0000000000000000
2026/09/12 04:28:41.448, 2190 MHz, 18.26 W, 96 %, 54, 0x0000000000000000
2026/09/12 04:28:41.649, 2190 MHz, 18.26 W, 96 %, 54, 0x0000000000000000
2026/09/12 04:28:41.849, 2190 MHz, 18.26 W, 96 %, 54, 0x0000000000000000
2026/09/12 04:28:42.049, 2190 MHz, 27.32 W, 96 %, 58, 0x0000000000000000
2026/09/12 04:28:42.249, 2190 MHz, 27.32 W, 96 %, 58, 0x0000000000000000
2026/09/12 04:28:42.450, 2190 MHz, 34.01 W, 96 %, 55, 0x0000000000000000
2026/09/12 04:28:42.650, 2190 MHz, 34.01 W, 96 %, 55, 0x0000000000000000
2026/09/12 04:28:42.850, 2190 MHz, 34.01 W, 96 %, 55, 0x0000000000000000
2026/09/12 04:28:43.051, 2190 MHz, 30.26 W, 85 %, 56, 0x0000000000000000
2026/09/12 04:28:43.251, 2190 MHz, 30.26 W, 85 %, 56, 0x0000000000000000
2026/09/12 04:28:43.451, 2190 MHz, 22.01 W, 85 %, 54, 0x0000000000000000
2026/09/12 04:28:43.651, 2190 MHz, 22.01 W, 85 %, 54, 0x0000000000000000
2026/09/12 04:28:43.851, 2190 MHz, 22.01 W, 85 %, 54, 0x0000000000000000
2026/09/12 04:28:44.052, 2190 MHz, 18.52 W, 50 %, 55, 0x0000000000000000
2026/09/12 04:28:44.252, 2190 MHz, 18.52 W, 50 %, 55, 0x0000000000000000
2026/09/12 04:28:44.453, 2190 MHz, 20.18 W, 50 %, 55, 0x0000000000000000
2026/09/12 04:28:44.653, 2190 MHz, 20.18 W, 50 %, 55, 0x0000000000000000
2026/09/12 04:28:44.853, 2190 MHz, 20.18 W, 50 %, 55, 0x0000000000000000
2026/09/12 04:28:45.054, 2190 MHz, 19.58 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:45.254, 2190 MHz, 19.58 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:45.454, 2190 MHz, 17.31 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:45.654, 2190 MHz, 17.31 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:45.855, 2190 MHz, 17.31 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:46.055, 2190 MHz, 14.18 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:28:46.255, 2190 MHz, 14.18 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:28:46.455, 2190 MHz, 11.97 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:28:46.655, 2190 MHz, 11.97 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:28:46.856, 2190 MHz, 11.97 W, 0 %, 54, 0x0000000000000000
2026/09/12 04:28:47.056, 2190 MHz, 11.42 W, 18 %, 54, 0x0000000000000000
2026/09/12 04:28:47.256, 2190 MHz, 11.42 W, 18 %, 54, 0x0000000000000000
2026/09/12 04:28:47.456, 2190 MHz, 11.71 W, 18 %, 53, 0x0000000000000000
2026/09/12 04:28:47.657, 2190 MHz, 11.71 W, 18 %, 53, 0x0000000000000000
2026/09/12 04:28:47.857, 2190 MHz, 11.71 W, 18 %, 53, 0x0000000000000000
2026/09/12 04:28:48.057, 2190 MHz, 12.48 W, 39 %, 54, 0x0000000000000000
2026/09/12 04:28:48.257, 2190 MHz, 12.48 W, 39 %, 54, 0x0000000000000000
2026/09/12 04:28:48.458, 2190 MHz, 17.28 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:48.658, 2190 MHz, 17.28 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:48.858, 2190 MHz, 17.28 W, 39 %, 55, 0x0000000000000000
2026/09/12 04:28:49.059, 2190 MHz, 20.40 W, 48 %, 54, 0x0000000000000000
2026/09/12 04:28:49.259, 2190 MHz, 20.40 W, 48 %, 54, 0x0000000000000000
2026/09/12 04:28:49.460, 2190 MHz, 17.21 W, 48 %, 54, 0x0000000000000000
2026/09/12 04:28:49.661, 2190 MHz, 17.21 W, 48 %, 54, 0x0000000000000000
2026/09/12 04:28:49.862, 2190 MHz, 17.21 W, 48 %, 54, 0x0000000000000000
2026/09/12 04:28:50.063, 2190 MHz, 12.28 W, 0 %, 53, 0x0000000000000000
2026/09/12 04:28:50.263, 2190 MHz, 12.28 W, 0 %, 53, 0x0000000000000000
2026/09/12 04:28:50.464, 2190 MHz, 9.80 W, 0 %, 53, 0x0000000000000000
2026/09/12 04:28:50.665, 2190 MHz, 9.80 W, 0 %, 53, 0x0000000000000000
